instance_id,displayed_text,label,label_id
443,"Lustig, dass man immer gleich rechts ist, nur weil man mit der aktuellen Regierung nicht einverstanden ist... 🙄🙄",negative,0
188,"Das ist Diktatur !!! Nicht in Deutschland, wie viele Querdenker und die braune Bande es behaupten. Wir leben hier in einer Demokratie",positive,2
1328,Lang lebe die AFD! 🫶😻,positive,2
261,"Ich wünsche mir gleiche Chancen für alle Kinder, die noch Bedarf an Deutschunterricht haben.",positive,2
20,Neutralität wird bei uns auch groß geschrieben,positive,2
1302,Wann wird mal für Frieden demonstriert?,positive,2
108,"Wer davon ausgeht, dass jemand der in Deutschland studiert hat, gleichbedeutend mit „guter Integration“ ist, hatte entweder noch nie einen anderen Kulturkreis erlebt oder versteckt sich einfach vor der Realität. Es wird ganz einfach genutzt, was kostenfrei ist, das ist alles.",negative,0
659,"Es gibt keine #Klimaflüchtlinge

Das sind nur #Schlagwörter, die weitere illegale #Migration rechtfertigen sollen!

#Klima #Remigration",negative,0
785,"Endlose Diebstähle, mangelnde Motivation der Soldaten und fatale Fehler bei der Durchführung der Kämpfe – all dies war der Grund für die Niederlage der Ukrainer.
Deshalb ist es völlig egal, wie viel Geld sie bekommen – 8 Milliarden oder 50 Milliarden oder sogar 100 Milliarden – es wird nichts ändern. Sie haben bereits 259 Milliarden Dollar aus dem Westen erhalten, und alles, was sie erreicht haben, ist die Zerstörung von Städten in ihren ehemaligen Territorien.
Die Ukraine hat bereits eine halbe Million Soldaten verloren. Wenn man dorthin eine neue Ladung Waffen und Geld schickt, wird der Konflikt nur verlängert und die Zahl der Toten erhöht.",negative,0
1176,Lost wer 2024 noch Fleisch&Fisch isst.,negative,0
1149,"Israel hat nichts aus der eigenen Geschichte gelernt
",negative,0
198,"""israel"" erlaubt Mehl nach Gaza (und zerstörte in den vergangenen 3,5 Monaten in seinem beispiellosen Vernicht*ngskrieg so viel Infrastruktur und Leben wie nur möglich im Gazastreifen) - man verleihe satanyahoo den Friedensnobelpreis!🤦‍♂️🤡",negative,0
943,"Es braucht mehr Forschung und Aufklärung, vor allem auch unter Hausärzt:innen. Es kann nicht sein, dass Long Covid Patient:innen regelmäßig mehr oder weniger weggeschickt werden und alles auf die Psyche geschoben wird. Das passiert leider viel zu oft.",negative,0
614,"So sieht das übrigens aus, wenn's in einem Staat keine Meinungsfreiheit gibt und man ""ja gar nichts mehr sagen darf!"".",negative,0
882,"Die AfD ist in drei Landesverbänden als gesichert rechtsextrem eingestuft worden, die JA ist als gesichert rechtsextrem eingestuft worden. Solange die Bundes-AfD Faschisten und Rechtsextreme in ihren Reihen auch nur duldet, dann ist sie auch dafür mitverantwortlich. Und für alle zum Verständnis, wer diese faschistischen, völkischen und rechtsextremen Meinungen teilt, unterstützt und/oder wählt, ist rechtsextrem und kann sich da auch nicht rausreden.",negative,0
1154,Die Ukraine stürzt uns alle noch ins verderben,negative,0
59,Stopp 🛑 den Völkermord in Gaza 🇵🇸💔💔💔,negative,0
71,"Na ja, ihr schickt doch 90.000 Soldaten zum stänkern in die Ukraine, damit das auch garantiert passiert",negative,0
22,Finde ich richtig so.,positive,2
485,"Ernsthaft, wie peinlich ist das wenn eine regierende Partei gegen die Opposition demonstriert? 😳
Wie wäre es denn mal mit guter Politik, dann braucht ihr auch keine Angst vor der Opposition zu haben 🤔",negative,0
740,"Mein Eindruck ist, hier in Deutschland herrscht eine merkwürdige Auffassung von Antisemitismus. Kritik an Israel und dessen Politik ist kein Antisemitismus. Auch Israel hat keinen Blancocheck für grenzenlose Gewalt.",negative,0
1358,"Im 5. Jahr der Pandemie sprach mich gestern ein Bekannter an.

,,Du kennst dich doch mit #Postcovid aus. Wo bekommt man Hilfe? Ich habe seit 8 Wochen unerträgliche Gelenkschmerzen, Schwäche und bin ständig krank. ""

Musste ihm sagen, dass es keine Hilfe gibt. 
@Karl_Lauterbach",negative,0
184,"""In Deutschland darf man gar nix mehr sagen""- ""in Deutschland gibt's keine Meinungsfreiheit""..... Ja lan guck wie die Beschneidung von Meinungsfreiheit wirklich aussieht...",negative,0
92,"Endlich haben wir die höchste ⬆️ der Unabhängigkeit erreicht! 🎉 
Wir sind jetzt unabhängig von russischem 🇷🇺 Gas und jetzt auch nicht mehr abhängig von amerikanischem 🇺🇸 Gas! 
Dann nehmen wir einfach gar kein Gas 🚫!!!

#Unabhängigkeit #Deutschland #Russland #USA #Gas ⛽🔥🎊🥳🎉",positive,2
220,"Ich empfinde es immer als etwas heuchlerisch, den Ölkonzernen den Buhmann zuzuschieben, aber selber jeden Tag mit dem Auto zu fahren. Das tun ja die meisten, richtig?",negative,0
968,"Wer sich gegen Israels Kriegsführung, Kriegsverbrechen, Genozid und Apartheid ausspricht, ist deswegen kein Antisemit. Wir kritisieren Israel ja nicht wegen des Judentums, sondern wegen der grausamen Politik.",negative,0
331,"an alle freiwillig geimpften: fragt euch mal wie oft ihr vor der impfung im jährlichen durchschnitt krank wart und wie es seit der impfung aussieht. Glückwunsch an alle Ungeimpften, aber leider wurde man gefühlt gezwungen und in den medien regierungsgesteuert beeinflusst wurdet🙌🏻",negative,0
723,"Es herrscht Krieg im Nahen Osten und in der Ukraine. Jeden Tag sterben Hunderte, andere werden für den Rest ihres Lebens verstümmelt. In München, bei einer sogenannten ""Sicherheitskonferenz"", saufen die Leute Schampus und machen Selfies, während sie debil in die Kamera grinsen.",negative,0
223,Also Geld für die Folgen bereitstellen während man weiter Teil der Ursache ist? Ok cool,negative,0
628,"Wir können mit der #Ukraine gewinnen oder gemeinsam mit ihr verlieren. Wir sind nicht auf dem Weg des Sieges. Das liegt auch daran, daß #Scholz einen Sonderweg mit Russland geht, er will weder #Taurus liefern noch die NATO-Mitgliedschaft der Ukraine 
@welt",neutral,1
713,"Das sind doch Terroristen! Ich kaufe mir zum Selbstschutz direkt einen Pritt-Stift. Braucht man da in Bayern ein polizeiliches Führungszeugnis? Geht das mit dem kleinen Bastelschein? Am liebsten würde ich ja direkt einen Sekundenkleber kaufen, aber ich habe Kinder im Haus.",negative,0
1179,Wir brauchen einfach mehr Aquakultur in Verbindung mit der Landwirtschaft.,neutral,1
1378,"Es ist eine Schande, was Israel mit den Menschen in Gaza macht. Es ist eine Schande, daß Deutschland dazu schweigt und jeden, der darüber spricht, kriminalisiert. Es ist eine Schande, daß Deutschland Kinder verhungern lässt, weil dies die deutsche Staatsräson ist. Es ist Schande!",negative,0
1177,"Solange die Menschen nicht begreifen (wollen!) wird es sich auch ändern, aber nur zum Schlechten! Go vegan 💚",negative,0
1053,Warum sprechen wir auf Seite der Palästinenser immer von „umgekommen“ und nicht von „ermordet“? Die israelische Regierung ist für dieses Massaker verantwortlich und dafür stehen sie aktuell auch vor dem Internationalen Gerichtshof!,negative,0
1269,"Also ich bin seit Dezember 2020 geimpft. Mir geht es gut und ich fühle mich sehr gesund 🙂. Die Auswirkungen können genauso Nebenwirkungen haben wie viele andere Impfungen auch. Impfung ist ein Fortschritt in der Medizin, kommt es zu einem Zwang, ist das ein Thema, dass sorgfältig behandelt werden muss, aber nicht so....",positive,2
507,"Gott stehe uns bei! Bislang waren wir ""nur"" am Verarmen, was kommt jetzt noch alles auf uns zu?!",negative,0
1000,"Viele Wähler der AfD sagen, sie freuen sich auf die bevorstehenden Landtagswahlen. Auch ich freue mich auf darauf. Denn danach kann niemand mehr das Problem kleinreden.",positive,2
1356,"Es ist wirklich krass, wie viele junge & mittelalte Menschen akt an #Gürtelrose erkranken.

Und niemand scheint die Kausalität zwischen ihrem Ausbruch & permanenten Covid-Infektionen erkennen zu wollen.

Wie lange wollen wir dieses Spielchen noch weiter spielen?
#CovidIsTheReason",negative,0
196,erlaubt“ - das muss man erstmal sinken lassen.,negative,0
525,"Die deutlich überwiegende Mehrheit des ukrainischen Volkes wollte auch keinen Krieg mit Russland.

Potz Blitz.

Putin hat den Krieg trotzdem begonnen. Da müssen Sie niemand in einen Krieg ""zerren"", der kommt zu Ihnen.",negative,0
973,"Auch die Reaktion der AfD-Fraktion wird aktuell vorbereitet. Sie besteht im Kern aus Folgendem:
Opferrolle.",negative,0
458,wichtig jetzt laut zu werden. Keine macht den Rechten,positive,2
942,"Die Palästinenser haben weit über 30.000 Angehörige verloren, darunter über 13.000 Kinder - unter unvorstellbar grausamen Bedingungen ! Es ist IHR eigenes Land, in dem sie seit 1947/48 besetzt, ermordet, vertrieben worden sind - bis heute !!",negative,0
1444,"Wenn nach all den Beweisen, die Israel vorgelegt hat, nach all den Beweisen für die enge Vernetzung von UNRWA und Hamas - wenn danach immer noch die Millionen der EU freudig fließen, dann bleibt nur ein Schluß: Europa will den Terror. Europa heißt den Terror gut.",negative,0
17,"ich frage aus Unwissenheit: wie kommt die Hamas an diese Waffen, Bomben whatever, wenn die Bevölkerung nicht mal an Strom und Wasser kommen kann? kranke Welt!!!!",negative,0
298,"Es ist ihnen schlicht egal. Das zeigen sie ja jeden Tag. Die sind sich sicher, dass es immer so weiter geht.  Der Bürger / das Volk ist denen doch völlig egal.",negative,0
711,"Klimakatastrophe ist ein Geschäftsmodell, schon immer gewesen. Das war schon immer meine Meinung dazu.
Klimawandel ist natürlich und normal.",negative,0
1492,Beiden unterstützt und finanziert den Genozide auf GAZA und dann will er großzügig sein und Hilfsgüter abwerfen nachdem er selbst die Hungersnot zu verantworten hat. #free Palestine 🇵🇸,negative,0
130,"Viele sog. ""Palästinenser"", die in D. u.a. westl. Ländern leben, haben im Gaza Ferienhäuser und verbringen ihren Jahresurlaub dort. Nach dem 7.10.23 standen sie am der ägyptischen Grenze und haben sich beschwert, dass sie als ""Deutsche"" oder ""Engländer"" nicht ausreisen können ...",negative,0
752,"Wir alle sollten mit Nachdruck daran arbeiten, mit Russland und seinem Präsidenten Wladimir Wladimirowitsch Putin wieder ins Gespräch zu kommen um eine Eskalation bis hin zu einer nuklearen Auseinandersetzung zu vermeiden. Doch die westlichen Hetzer und Hasser Rußlands suchen in all ihren Worten und Taten nur eines: Den großen europäischen Krieg. Wie Wahnsinnige setzen diese Zeitgenossen auf Tod und Zerstörung unseres Kontinents.",negative,0
12,Ach jetzt erst seid ihr wach geworden ? Jetzt wo ihr es am eigenen Leib erleben musstet ? Jetzt könnt ihr minimal fühlen was Palästinensische unschuldigen Zivilisten und Reportern dort seit Jahren passiert nur das viele mit dem Tod bezahlen,negative,0
1413,"Wir müssen uns von unserer Verbindung zu Israel vollumfänglich emanzipieren, wenn wir zukünftig beim Thema Menschenrechte noch ernstgenommen werden möchten. Deutschlands Staatsraison muss von unserem Grundgesetz bestimmt werden und nicht vom Schlächter von Gaza.",negative,0
972,Ich habe mich lange zum Ukrainekrieg zurückgehalten - aber mit der Forderung Macrons nach Bodentruppen kann ich nicht mehr schweigen. Habt ihr alle den Verstand verloren?,negative,0
707,"Solang die EU, die Nato und Amerika den Krieg am Leben halten, wird da gar nix passieren. Russland bot schon mehrfach Frieden an. Aber man verdient einfach zu viel Geld damit. Deutschland invistiert lieber dort als das eigene Land stark zu machen.",negative,0
903,Vor 100 Jahren ging man auf die Strasse weil man hoffte ein besseres Leben in Deutschland zu bekommen. Heute gehen die 🐑🐑🐑 auf die Strasse um die Regierung zu einem weiter so zu animieren! FELIZ ALEMANHA 🙈🙈🙈,negative,0
284,"Es ist ist doch längst durch neutrale Quellen der #Hamas unwiderlegbar nachgewiesen, dass bereits 500Mio Palästinenser in Gaza vernichtet wurden. Also ersparen sie uns diese relativierende Kleinrechnung der Opferzahlen!!",negative,0
237,"as für eine lächerliche Demonstration. Irgendwelche jungen Frauen, die komplett verhüllt werden, demonstrieren für die Freiheit des Individuums? Dass ich nicht lache.",negative,0
1018,"Und das 80 Jahre nach dem Genozid an den Juden.

#niewiederistjetzt sollte universal gelten, nicht nur für die Juden. 

Und genau hier hat man versagt. Man war zu selektiv und hat über die Gräueltaten und Massaker der Zionisteneinfach weggeschaut. Einfach nur erbärmlich.",negative,0
177,"Immer diese Berichte nach ""Angabe des israelischen Militärs""..warum nicht einmal die Berichte der Journalisten vor Ort in Gaza?",negative,0
1060,Droht uns der Mini-Stalin schon wieder mit seinem roten Knopf? Der soll man eine neue Platte auflegen. Die alte hat einen Sprung.,negative,0
655,"Im Radio säuselt Cindy Lauper, die Nachrichtensprecher berichten unwichtiges Zeug. Der #Genozid wird, wie am Schreibtisch geplant, ausgeführt.

""Wir haben von nichts gewusst.""

#Rafah #Israel #Palestine",negative,0
1329,"AfD = Ansammlung frustrierter Deutscher 🤣
",negative,0
950,"Ich hätte mir gewünscht, sie hätte eine Idee angeboten wie man den Geschädigten helfen kann. Wenn es nur so wenige Fälle sind könnte man die Betroffen ja gut entschädigen? 
Ich kann mir leider nicht mal Zuzahlungen für Medikamente und Physio leisten seit bestätigtem #impfschaden",negative,0
1,"Verstehe nicht ganz, warum ihr das Wort > Völkermord < in Anführungszeichen schreibt.",negative,0
178,Ah Deutschland hast nichts gelernt 🤦‍♀️,negative,0
84,"Lieber weiter rumballern, nicht wahr? 
Naja, Ihre Flaggen im Profil sagen ja schon alles. 🙄",negative,0
852,Putins Krieg darf nicht erfolgreich sein. Europa wird in der Ukraine verteidigt 🇺🇦,negative,0
1172,"Man könnte auch einfach vegan 🌱 werden, das wäre wesentlich besser für die Tiere, Umwelt, Klima und Gesundheit.",positive,2
654,"Immer wieder greifen Kriegsschiffe der israelischen Navy Fischerboote vor der Küste von Deir al-Balah in Zentral-#Gaza an. Erst am Samstag wurde ein Fischer getötet.

Zu verhindern, dass sich die Menschen in Gaza ernähren können, ist Teil der genozidalen Kriegsführung #Israel|s.",negative,0
816,"Wenn Ukraine verliert, steht der Russe vor Polen, dann muss Nato eingreifen, D ist dann auch im Krieg. So einfach ist es.",negative,0
235,"Mit diesen religiösen Absichten ( ich spreche von beiden Seiten), wird es nie Frieden geben . LEIDER. Gib deinem Nächsten die Hand, wir sind alle gleich vor Gott",negative,0
1198,"Nicht erst jetzt tief gesunken! Stellt lediglich den bisherigen Höhepunkt dar, wenn man in die Geschichte zurückblickt...🤷‍♂️
Ebenso wie der 7. Oktober nur in den westlichen Medien als Start dieses Konfliktes dargestellt wird.",neutral,1
769,"""Klimaerhitzung"". ""Wir müssen jetzt in den Notfallmodus umschalten."" Mehr Alarmismus geht kaum.
Wir müssen in der Tat sehr schnell handeln, aber nicht in Sinne der deutschen Klimapolitik, die man am besten sofort beenden würde, da sie eher schadet als nutzt.
Wenn wir so weiter machen, gibt es bald keine Industrie mehr bei uns und wir haben massive Verteilungskonflikte. Das kann keiner wollen.",negative,0
569,"Ich kann dieses ewige Gerede, dass man die Unterstützung der PalästinenserInnen und der UNWRA für Hamas doch im „Kontext“ und ein „Narrativ“ verstehen müsse.
Nein, das sind Terroristen, Faschisten, die Israel auslöschen, Juden töten wollen.
Die UN muss Hilfe anders organisieren.",negative,0
311,"Nicht die Verzögerung sondern die Energiewende ansich kostet uns Milliarden. Das grüne deutsche Wolkenkuckucksheim wirtschaftet ab, Ihr aber schreibt von Verzögerungen, die keiner will und braucht ausser der Grünen Gemeinde die ja auch Latte trinkt und dafür 10 € bezahlt. IdS",negative,0
604,"Morgen☕
Die Leute, die auf #DemosGegenRechts gehen, also quasi für diese #Regierung, verstehe ich nicht. Man kann doch nicht so eine Zukunft wollen. Wohlstandsverlust, #Migrantenflut, marode Schulen, Krieg, kaputte #Wirtschaft.. nur ein paar Beispiele.
Mir ein Rätsel..",negative,0
575,NIEMAND will von diesem Kriegsverbrecher Gas haben . Wirklich niemand. Außer ihr kleinen Russentrolle. Ihr geht der großen Mehrheit aber einfach komplett am Arsch vorbei,negative,0
260,Es sind nicht nur ukrainische Kinder betroffen. Auch Kinder anderer Nationalitäten bekommen oft nicht zeitnah einen Platz in der Schule. Trotz Schulpflicht.,neutral,1
1467,"Das Fazit von Lauterbach zur Corona-Pandemie:

""Jeder hat auch Fehler gemacht, aber unsere Gesamtbilanz ist gut.""

Es ist einfach unglaublich...🤮",negative,0
868,"Wir fordern einen Waffenstillstand, keine Feuerpause. Stoppt dieses verdammte Massaker.",negative,0
105,Ist ja auch richtig so! Müssen für ihr Land stehen,positive,2
1454,"Es grenzt sowieso nahe Realsatire, dass sich ein deutscher Kanzler von Putin die Roten Linien zur Unterstützung der Ukraine diktieren lässt.",negative,0
427,50 Milliarden für weitere 500k Tote. Super diese EU🤡,negative,0
94,"""Die #Ukraine will keine Verhandlungen, bei #Russland weiß man es nicht so genau.""

Was für ein realitätsferner und übler Satz von Sahra #Wagenknecht. Die Schuld am Krieg wird der Ukraine untergeschoben, der Aggressor Russland als verhandlungsbereit dargestellt.

#Lanz",negative,0
218,Das ganze Corona Thema hat schon 2019 bewiesen dass das Hirn stark darunter leidet. Sind also keine neuen Informationen 🤫,negative,0
372,Wie wäre es mit Friedensverhandlungen?,positive,2
1497,Netanyahu muss GESTOPPT WERDEN und Israel MUSS JETZT REFORMIERT WERDEN.,positive,2
1461,"Die AfD ist dazu bereit Frauen zu definieren. Weder Feminismus noch der ÖR ist dazu fähig. Wer gewinnt am Ende bloß? Jemand, der weiß was er will oder jemand, der es nicht weiß.",negative,0
1063,"""Innere Angelegenheiten"" aber auf dem Territorium von der Ukraine rumtanzen🤔",negative,0
292,Nach dem vorläufigen IGH-Urteil gestern muss nun die UN schlecht dargestellt werden. Im nächsten Schritt ist dann auch der IGH nicht mehr glaubwürdig. 🤡,negative,0
383,"Heute erfahren, dass eine junge Frau aus der Nachbarschaft, die nach einer #Corona-Infektion 2 Jahre lang mild von #MECFS betroffen war, nun auch schwer betroffen ist. 

Wir sind einfach so machtlos gegen diese Krankheit, daher ist mehr Forschung dringend notwendig.
#LongCovid",neutral,1
897,"Russland hat schon klar gemacht dass es an der Ukraine nicht aufhören wird und das russische Imperium von 1900 wieder herstellen will. Dazu gehören Finnland, die baltischen Staaten ein Teil von Polen und Moldawien",neutral,1
52,Kann mir einer erklären warum skrupellos in Anführungszeichen gesetzt ist wtf?!!!!,negative,0
714,"Ich habe die Schnauze so voll von den Putin trollen. Wenn ihr Putin so huldigt, dann haut doch ab nach Russland er sucht eh nach Kanonenfutter. Euch Spinnern trauert keiner nach ihr Wichser.😡💩",negative,0
173,Die Ukraine braucht weiter Unterstützung. Sowohl militärisch als auch zivil. Die europäischen Länder müssen endlich für Nachschub und eine aufrecht gehaltene Versorgung sorgen.,positive,2
1033,Eure Impfung zerstört noch mehr,negative,0
1133,"Israel wurde noch 80 Jahre nach dem Nationalsozialismus als größtes Opfer gesehen und bemitleidet. Mir scheint, dass diese Opferrolle sie jetzt so stark macht, dass sie das Gefühl haben sich als die ""Armen der Welt"" alles erlauben zu dürfen",negative,0
1206,"Und Deutschland spricht Israel immer noch das Selbstverteidigungs Recht zu.
Und somit beteiligt sich auch Deutschland an einem Völkermord an den Palästinensern.
Netanjahu muss definitiv bestraft werden
Von über 700 verletzten hatten 80 Prozent schusswunden laut Ärzten.
Die Toten wurden alle hingerichtet und zusätzlich mit Panzern überfahren.
Israel ist ein Barbarisches Land jetzt sieht es auch die ganze Welt",negative,0
1404,"Präsident Zelensky spricht diese Woche bei einer Veranstaltung in Texas mit Ex-US-Präsident Bush. Und ich dachte, mit Kriegsverbrechern, die andere Länder überfallen, spreche Zelensky nicht. Bush hat den Tod von Millionen Irakern zu verantworten.",negative,0
179,20 Millionen für Kriegswaffen.. mir fehlen die Worte..,negative,0
567,"Wer nach WW 2 ein Herz hatte, weinte über das Schicksal der Juden. Auch ich. Wer heute ein Herz hat, weint über das Schicksal der Palästinenser. Scholz &Co. vergrößern das Leid der Palästinenser mit deutschen Waffen. Sie haben kein Herz. Und keinen Verstand.",negative,0
731,"Ach ja, so was hatten wir doch schon mal, falsche Religion, falsche Hautfarbe, falsche Meinung... Zack werden diese Personen ausgeschlossen... Wie war das mit Demokratie und Menschenrechten? Ach, stimmt. Alle sind gleich, aber manche sind gleicher...",negative,0
715,"Noch mal:
Teilnehmer des #Potsdam-Treffens versichern: 
Das Wort ""Deportationen"" ist nicht gefallen.

#Correctiv bestätigt: 
Richtig, das Wort ""Deportationen"" ist nicht gefallen.

AfDler: CORRECTIV GIBT LÜGE ZU!

Nein, denn Correctiv hat NIE behauptet, das Wort sei gefallen.",negative,0
245,"Der IGH bestätigt den Verdacht des Genozids. Warum wird das weggelassen? Das muss in aller Deutlichkeit gesagt werden. Es besteht der Verdacht Genozidaler Handlungen. Und Deutschland unterstützt dieses Land. Mittlerweile über 26000 tote wehrlose Zivilisten. Es wird absichtlich auf Zivilisten geschossen. Aus purem Hass. Das ist Faschismus, das ist apartheid. Das ist Genozid.",negative,0
313,"Sehr gut, so verhält sich ein wahrer und authentischer Staatsmann!",positive,2
842,"Das Narrativ vom Klimanotstand ist pure Propaganda. Es basiert auf Lügen, Unterschlagungen und Manipulationen und den Computermodellen eines korrumpierten Wissenschaftsbetriebes. Wieder einmal geht es aussschließlich um den Profit für einige wenige, den Green Deal.",negative,0
283,25000 Tote Palästinenser sowie eine humanitäre Katastrophe im Gazastreifen sprechen hierzu eine klare Sprache!,negative,0
195,"Auf die Frage an Präsident Biden, ob die Beschüsse auf Huthis erfolgreich wären: nein. Aber sie werden weitergehen.
Sinnvoll ist was anderes.",negative,0
467,"Merkwürdig, dass die Leute, die immer ""wir sind das Volk"" brüllen, so eine Demo in der Größenordnung niemals hinkriegen. Sind die vielleicht doch nicht ""das Volk""?",negative,0
436,"Ein Land, in dem die Regierung gemeinsam mit indoktrinierten Bürgern - unterstützt von den gleich geschalteten Medien - gegen die Opposition demonstriert, dürfte einmal sein in der Geschichte. Glücklicherweise hat die Mehrheit diese Kampagne durchschaut.",negative,0
876,"Neulich sagte Israels Finanzminister Bezalel Smotrich, dass die Befreiung der Geiseln nicht das wichtigste Ziel ist. Jeder weiß, worum es wirklich geht: Morden , Vertreibung, Zerstörung, Landraub",negative,0
1433,Impfschäden betreffen seltsamerweise nur Ungeimpfte.,negative,0
608,"Nennt sich Krieg, den Israel nicht angefangen hat. Unsere Steuergelder haben ausreichend Terror unterstützt (Stichwort UNRWA). Wünschen Sie den Menschen dort nicht, endlich von der Hamas erlöst zu werden?",negative,0
537,"Hat man vor 2 Monaten nicht gesagt, dass Palästinenser sterben, weil die Hamas sie verhindert, in den Süden zu flüchten? Und passiert jetzt? Israel bombardiert den Süden des besetzten Gazastreifens.",negative,0
836,"Selbst wenn es so wäre, dass es früher wärmer wird, Gott sei Dank. Wir brauchen den Winter nicht. Es muss dringend wärmer werden. In allen Jahreszeiten.
Kälte macht krank und depressiv und kostet im übrigen viel Geld.
Ich erwarte, dass die Grünen ihr Versprechen einer Erwärmung endlich einhalten!",positive,2
321,Eine berechtigte Reaktion auf das Massaker letztes Jahr - Verteidigung.,negative,0
512,"Gibt es hier irgendjemanden, der es bereut, sich nicht gegen Corona geimpft zu haben?",neutral,1
118,"Die Hamas hat in weniger als 10 Jahren 3 große Kriege gegen Israel begonnen (2014, 2021, 2023). Ein Waffenstillstand wird diesen Krieg nicht beenden sondern der Hamas Zeit geben sich aufzurüsten und in wenigen Jahren einen neuen Krieg zu beginnen. Frieden wird es nur geben wenn die Hamas besiegt wird! #freegazafromhamas #standwithisrael 🇩🇪🇮🇱🙏",negative,0
717,"Von den Machern von „Covid ist nur ne Grippe“, „Bald sind alle Geimpften tot“ und „Ukraine - was geht mich das an?“ Jetzt der neue Blockbuster: „Nazis und ihre NSDAP waren sozialistisch, Hitler war ein Linker!“ Die ganze Wahrheit darüber, wie die Antifa 6 Millionen Juden tötete!",negative,0
1038,"Amerika finanziert den Genozid mit und schlägt Hilfsgüter vor, wie gnädig 🤢",negative,0
767,Keinen Cent mehr für Klimaschutz!,negative,0
552,"Ich bin mir sicher, dass es Menschen mit Impfschäden gibt. Diese sollten auch ernstgenommen werden. Aber ich kenne nicht mal jemanden der jemanden kennt der einen kennt der Langzeitschäden hat oder gar gestorben ist. Aber die da kennen alle massenhaft Impfopfer. Crazy.",negative,0
487,"Ich hoffe, die Regierung hört Ihre und die anderen, hunderttausendfachen Stimmen auf den Straßen und macht endlich etwas gegen Rechts.

LG 
LW",positive,2
583,"Putin: Ich habe die Ukraine nicht angegriffen, wir verteidigen uns nur.

Putin: Ich werde Polen oder das Baltikum nicht angreifen, außer wenn wir uns verteidigen müssen.
",negative,0
1117,"Wir sollten uns schäme, dass wir es zulassen, dass als Vergeltung auf einen bestialischen Angriff der Hamas ein ganzer Landstrich dem Erdboden gleichgemacht wird. Mit Mittlerweile 30.000 Toten und jeder Funke an Versöhnung immer unmöglicher wird.
Das kleingeistige Denken der Haubitzenfreunde gewinnt leider immer mehr an Oberhand. Wenigstens kennt unser Bundeskanzler noch Grenzen.
Sonst müssten wir wahrscheinlich unsere Kinder schon bald in den Krieg schicken.",negative,0
686,"Geimpft - Geschädigt - Geleugnet!
Es wird alles versucht um Anträge auf Anerkennung abzulehnen. Da wird selbst eine Sprunggelenksbandage am rechten Fuß für ein Blutgerinnsel und eine Thrombose im linken Bein verantwortlich gemacht! Das Thema sollte ALLE interessieren - denn am Ende zahlt der Steuerzahler für die betroffenen Kinder und Jugendlichen, die im Bürgergeld landen und für alle Erwachsenen, die wegen Krankheit nicht mehr arbeiten können! Aber nein. Lieber wird gespalten und Vorwürfe gemacht. Wieso? Wir wollen doch das Gleiche: Anerkennung.",negative,0
873,"Ich wünsche Israel, dass sie ohne das Geld und die Waffen des Westens auskommen müssen! Wie kann man technologisch, ökologisch, ökonomisch und ressourcenabhängig sein und dennoch so dermaßen das internationale Gefüge ignorieren! Die mächtigen westlichen Präsidenten müssen betteln und viel Demütigung ertragen, um mit Netanyahu zu verhandeln, damit dieser Mann einen Funken nachgibt.",negative,0
1006,gegen Dummheit ist eben kein Kraut gewachsen labelaberlaber rechte Penner,negative,0
91,"Warum plädieren nicht alle Politiker täglich für den Frieden, schon bizarr den Ruf nach einer friedlichen Lösung nicht ein einziges mal gehört zu haben die letzten zwei Jahre 🙇🏼‍♀️",negative,0
1371,"Gerade Kundin im Laden:
„Warum tragen sie eigentlich eine Maske? Haben sie Corona?“
Ich: „Nein, ich möchte es nur nicht bekommen.“
Kundin: „Das ist auch sinnvoll. Geht ja gerade wieder rum. Meine Tochter und ihre ganze Familien haben Corona und sind krank zu Hause.“

Tja, nun.",neutral,1
1441,"Wer die Hamas für eine soziale Bewegung hält, 
hält Judith Butler auch für eine bedeutende Philosophin.",negative,0
243,"Krieg ist keine Lösung sondern ein Kreislauf der Gewalt. Das was jetzt passiert tut mir unendlich leid und ich kann mir nicht vorstellen wie schmerzhaft das für die zu Zivilbevölkerung ist. Es geht entgegen meiner Vorstellungskraft. Ich habe einen Traum , wünsche mir ein ein großes Land in dem alle Religionen vereinigt und friedlich leben können.",negative,0
912,"„Es muss nur nach Demokratie aussehen, aber wir müssen es in der Hand haben.“ Zitat Walter Ulbrich!
Leider trifft dieses Zitat immer mehr auf diesen modernen rot-grünen Sozialismus zu.",negative,0
703,"Das ist die Realität des Krieges. Selbst mit Unterstützung aus dem Westen ist der Kampf kein einfacher. Dennoch wird es irgendwann ein Tag der Befreiung geben, und die Ukraine wieder ein Land sein.",positive,2
726,"Die Grünen liefern Panzer und wollen den Krieg und die AfD will Frieden 🙏 und nur das beste für das Land 🇩🇪 und die Leute und werden gehasst, das nenne ich mal GEZ betreutes denken. 🤔",positive,2
562,Heute vor zwei Jahren hatte ich meinen 28ten Geburtstag. Mit Corona in Quarantäne. Dann begann der ganze Horror. #LongCovid #MECFS,negative,0
300,"Das ist ja voll gruen - die Umwelt ist scheinbar egal - wie auch zuvor schon 2x18Tonnen Treibstoff im letzten Jahr abgelassen wurden 

Wenn der Bürger das macht werden demnächst seine CO2 Credits auf 0 gesetzt - auf in den Neofeudalismus 

""Vorwärts immer - rückwärts nimmer!"" DDR",negative,0
